year,title,authors,link,category,summary,concat
2019,zero memory optimizations toward training trillion parameter models,samyam rajbhandari et al,https://arxiv.org/abs/1910.02054,dl_opt,large deep learning models offer significant accuracy gains but training billions to trillions of parameters is challenging existing solutions such as data and model parallelisms exhibit fundamental limitations to fit these models into limited device memory while obtaining computation communication and development efficiency we develop a novel solution zero redundancy optimizer zero to optimize memory vastly improving training speed while increasing the model size that can be efficiently trained zero eliminates memory redundancies in data and model parallel training while retaining low communication volume and high computational granularity allowing us to scale the model size proportional to the number of devices with sustained high efficiency our analysis on memory requirements and communication volume demonstrates zero has the potential to scale beyond 1 trillion parameters using today s hardware we implement and evaluate zero it trains large models of over 100b parameter with super linear speedup on 400 gpus achieving throughput of 15 petaflops this represents an 8x increase in model size and 10x increase in achievable performance over state of the art in terms of usability zero can train large models of up to 13b parameters e g larger than megatron gpt 8 3b and t5 11b without requiring model parallelism which is harder for scientists to apply last but not the least researchers have used the system breakthroughs of zero to create the world s largest language model turing nlg 17b parameters with record breaking accuracy,zero memory optimizations toward training trillion parameter models samyam rajbhandari et al large deep learning models offer significant accuracy gains but training billions to trillions of parameters is challenging existing solutions such as data and model parallelisms exhibit fundamental limitations to fit these models into limited device memory while obtaining computation communication and development efficiency we develop a novel solution zero redundancy optimizer zero to optimize memory vastly improving training speed while increasing the model size that can be efficiently trained zero eliminates memory redundancies in data and model parallel training while retaining low communication volume and high computational granularity allowing us to scale the model size proportional to the number of devices with sustained high efficiency our analysis on memory requirements and communication volume demonstrates zero has the potential to scale beyond 1 trillion parameters using today s hardware we implement and evaluate zero it trains large models of over 100b parameter with super linear speedup on 400 gpus achieving throughput of 15 petaflops this represents an 8x increase in model size and 10x increase in achievable performance over state of the art in terms of usability zero can train large models of up to 13b parameters e g larger than megatron gpt 8 3b and t5 11b without requiring model parallelism which is harder for scientists to apply last but not the least researchers have used the system breakthroughs of zero to create the world s largest language model turing nlg 17b parameters with record breaking accuracy
2019,on the measure of intelligence,françois chollet,https://arxiv.org/abs/1911.01547,learning_theory,to make deliberate progress towards more intelligent and more human like artificial systems we need to be following an appropriate feedback signal we need to be able to define and evaluate intelligence in a way that enables comparisons between two systems as well as comparisons with humans over the past hundred years there has been an abundance of attempts to define and measure intelligence across both the fields of psychology and ai we summarize and critically assess these definitions and evaluation approaches while making apparent the two historical conceptions of intelligence that have implicitly guided them we note that in practice the contemporary ai community still gravitates towards benchmarking intelligence by comparing the skill exhibited by ais and humans at specific tasks such as board games and video games we argue that solely measuring skill at any given task falls short of measuring intelligence because skill is heavily modulated by prior knowledge and experience unlimited priors or unlimited training data allow experimenters to buy arbitrary levels of skills for a system in a way that masks the system s own generalization power we then articulate a new formal definition of intelligence based on algorithmic information theory describing intelligence as skill acquisition efficiency and highlighting the concepts of scope generalization difficulty priors and experience using this definition we propose a set of guidelines for what a general ai benchmark should look like finally we present a benchmark closely following these guidelines the abstraction and reasoning corpus arc built upon an explicit set of priors designed to be as close as possible to innate human priors we argue that arc can be used to measure a human like form of general fluid intelligence and that it enables fair general intelligence comparisons between ai systems and humans,on the measure of intelligence françois chollet to make deliberate progress towards more intelligent and more human like artificial systems we need to be following an appropriate feedback signal we need to be able to define and evaluate intelligence in a way that enables comparisons between two systems as well as comparisons with humans over the past hundred years there has been an abundance of attempts to define and measure intelligence across both the fields of psychology and ai we summarize and critically assess these definitions and evaluation approaches while making apparent the two historical conceptions of intelligence that have implicitly guided them we note that in practice the contemporary ai community still gravitates towards benchmarking intelligence by comparing the skill exhibited by ais and humans at specific tasks such as board games and video games we argue that solely measuring skill at any given task falls short of measuring intelligence because skill is heavily modulated by prior knowledge and experience unlimited priors or unlimited training data allow experimenters to buy arbitrary levels of skills for a system in a way that masks the system s own generalization power we then articulate a new formal definition of intelligence based on algorithmic information theory describing intelligence as skill acquisition efficiency and highlighting the concepts of scope generalization difficulty priors and experience using this definition we propose a set of guidelines for what a general ai benchmark should look like finally we present a benchmark closely following these guidelines the abstraction and reasoning corpus arc built upon an explicit set of priors designed to be as close as possible to innate human priors we argue that arc can be used to measure a human like form of general fluid intelligence and that it enables fair general intelligence comparisons between ai systems and humans
2019,deep double descent where bigger models and more data hurt,preetum nakkiran et al,https://arxiv.org/abs/1912.02292,learning_theory,we show that a variety of modern deep learning tasks exhibit a double descent phenomenon where as we increase model size performance first gets worse and then gets better moreover we show that double descent occurs not just as a function of model size but also as a function of the number of training epochs we unify the above phenomena by defining a new complexity measure we call the effective model complexity and conjecture a generalized double descent with respect to this measure furthermore our notion of model complexity allows us to identify certain regimes where increasing even quadrupling the number of train samples actually hurts test performance,deep double descent where bigger models and more data hurt preetum nakkiran et al we show that a variety of modern deep learning tasks exhibit a double descent phenomenon where as we increase model size performance first gets worse and then gets better moreover we show that double descent occurs not just as a function of model size but also as a function of the number of training epochs we unify the above phenomena by defining a new complexity measure we call the effective model complexity and conjecture a generalized double descent with respect to this measure furthermore our notion of model complexity allows us to identify certain regimes where increasing even quadrupling the number of train samples actually hurts test performance
2020,nerf representing scenes as neural radiance fields for view synthesis,ben mildenhall et al,https://arxiv.org/abs/2003.08934,ml_representation,we present a method that achieves state of the art results for synthesizing novel views of complex scenes by optimizing an underlying continuous volumetric scene function using a sparse set of input views our algorithm represents a scene using a fully connected non convolutional deep network whose input is a single continuous 5d coordinate spatial location x y z and viewing direction theta phi and whose output is the volume density and view dependent emitted radiance at that spatial location we synthesize views by querying 5d coordinates along camera rays and use classic volume rendering techniques to project the output colors and densities into an image because volume rendering is naturally differentiable the only input required to optimize our representation is a set of images with known camera poses we describe how to effectively optimize neural radiance fields to render photorealistic novel views of scenes with complicated geometry and appearance and demonstrate results that outperform prior work on neural rendering and view synthesis view synthesis results are best viewed as videos so we urge readers to view our supplementary video for convincing comparisons,nerf representing scenes as neural radiance fields for view synthesis ben mildenhall et al we present a method that achieves state of the art results for synthesizing novel views of complex scenes by optimizing an underlying continuous volumetric scene function using a sparse set of input views our algorithm represents a scene using a fully connected non convolutional deep network whose input is a single continuous 5d coordinate spatial location x y z and viewing direction theta phi and whose output is the volume density and view dependent emitted radiance at that spatial location we synthesize views by querying 5d coordinates along camera rays and use classic volume rendering techniques to project the output colors and densities into an image because volume rendering is naturally differentiable the only input required to optimize our representation is a set of images with known camera poses we describe how to effectively optimize neural radiance fields to render photorealistic novel views of scenes with complicated geometry and appearance and demonstrate results that outperform prior work on neural rendering and view synthesis view synthesis results are best viewed as videos so we urge readers to view our supplementary video for convincing comparisons
2020,language models are few shot learners,tom b brown et al,https://arxiv.org/abs/2005.14165,dl_nlp,recent work has demonstrated substantial gains on many nlp tasks and benchmarks by pre training on a large corpus of text followed by fine tuning on a specific task while typically task agnostic in architecture this method still requires task specific fine tuning datasets of thousands or tens of thousands of examples by contrast humans can generally perform a new language task from only a few examples or from simple instructions something which current nlp systems still largely struggle to do here we show that scaling up language models greatly improves task agnostic few shot performance sometimes even reaching competitiveness with prior state of the art fine tuning approaches specifically we train gpt 3 an autoregressive language model with 175 billion parameters 10x more than any previous non sparse language model and test its performance in the few shot setting for all tasks gpt 3 is applied without any gradient updates or fine tuning with tasks and few shot demonstrations specified purely via text interaction with the model gpt 3 achieves strong performance on many nlp datasets including translation question answering and cloze tasks as well as several tasks that require on the fly reasoning or domain adaptation such as unscrambling words using a novel word in a sentence or performing 3 digit arithmetic at the same time we also identify some datasets where gpt 3 s few shot learning still struggles as well as some datasets where gpt 3 faces methodological issues related to training on large web corpora finally we find that gpt 3 can generate samples of news articles which human evaluators have difficulty distinguishing from articles written by humans we discuss broader societal impacts of this finding and of gpt 3 in general,language models are few shot learners tom b brown et al recent work has demonstrated substantial gains on many nlp tasks and benchmarks by pre training on a large corpus of text followed by fine tuning on a specific task while typically task agnostic in architecture this method still requires task specific fine tuning datasets of thousands or tens of thousands of examples by contrast humans can generally perform a new language task from only a few examples or from simple instructions something which current nlp systems still largely struggle to do here we show that scaling up language models greatly improves task agnostic few shot performance sometimes even reaching competitiveness with prior state of the art fine tuning approaches specifically we train gpt 3 an autoregressive language model with 175 billion parameters 10x more than any previous non sparse language model and test its performance in the few shot setting for all tasks gpt 3 is applied without any gradient updates or fine tuning with tasks and few shot demonstrations specified purely via text interaction with the model gpt 3 achieves strong performance on many nlp datasets including translation question answering and cloze tasks as well as several tasks that require on the fly reasoning or domain adaptation such as unscrambling words using a novel word in a sentence or performing 3 digit arithmetic at the same time we also identify some datasets where gpt 3 s few shot learning still struggles as well as some datasets where gpt 3 faces methodological issues related to training on large web corpora finally we find that gpt 3 can generate samples of news articles which human evaluators have difficulty distinguishing from articles written by humans we discuss broader societal impacts of this finding and of gpt 3 in general
2020,implicit neural representations with periodic activation functions,vincent sitzmann et al,https://arxiv.org/abs/2006.09661,ml_representation,implicitly defined continuous differentiable signal representations parameterized by neural networks have emerged as a powerful paradigm offering many possible benefits over conventional representations however current network architectures for such implicit neural representations are incapable of modeling signals with fine detail and fail to represent a signal s spatial and temporal derivatives despite the fact that these are essential to many physical signals defined implicitly as the solution to partial differential equations we propose to leverage periodic activation functions for implicit neural representations and demonstrate that these networks dubbed sinusoidal representation networks or sirens are ideally suited for representing complex natural signals and their derivatives we analyze siren activation statistics to propose a principled initialization scheme and demonstrate the representation of images wavefields video sound and their derivatives further we show how sirens can be leveraged to solve challenging boundary value problems such as particular eikonal equations yielding signed distance functions the poisson equation and the helmholtz and wave equations lastly we combine sirens with hypernetworks to learn priors over the space of siren functions,implicit neural representations with periodic activation functions vincent sitzmann et al implicitly defined continuous differentiable signal representations parameterized by neural networks have emerged as a powerful paradigm offering many possible benefits over conventional representations however current network architectures for such implicit neural representations are incapable of modeling signals with fine detail and fail to represent a signal s spatial and temporal derivatives despite the fact that these are essential to many physical signals defined implicitly as the solution to partial differential equations we propose to leverage periodic activation functions for implicit neural representations and demonstrate that these networks dubbed sinusoidal representation networks or sirens are ideally suited for representing complex natural signals and their derivatives we analyze siren activation statistics to propose a principled initialization scheme and demonstrate the representation of images wavefields video sound and their derivatives further we show how sirens can be leveraged to solve challenging boundary value problems such as particular eikonal equations yielding signed distance functions the poisson equation and the helmholtz and wave equations lastly we combine sirens with hypernetworks to learn priors over the space of siren functions
2020,fourier features let networks learn high frequency functions in low dimensional domains,matthew tancik et al,https://arxiv.org/abs/2006.10739,ml_representation,we show that passing input points through a simple fourier feature mapping enables a multilayer perceptron mlp to learn high frequency functions in low dimensional problem domains these results shed light on recent advances in computer vision and graphics that achieve state of the art results by using mlps to represent complex 3d objects and scenes using tools from the neural tangent kernel ntk literature we show that a standard mlp fails to learn high frequencies both in theory and in practice to overcome this spectral bias we use a fourier feature mapping to transform the effective ntk into a stationary kernel with a tunable bandwidth we suggest an approach for selecting problem specific fourier features that greatly improves the performance of mlps for low dimensional regression tasks relevant to the computer vision and graphics communities,fourier features let networks learn high frequency functions in low dimensional domains matthew tancik et al we show that passing input points through a simple fourier feature mapping enables a multilayer perceptron mlp to learn high frequency functions in low dimensional problem domains these results shed light on recent advances in computer vision and graphics that achieve state of the art results by using mlps to represent complex 3d objects and scenes using tools from the neural tangent kernel ntk literature we show that a standard mlp fails to learn high frequencies both in theory and in practice to overcome this spectral bias we use a fourier feature mapping to transform the effective ntk into a stationary kernel with a tunable bandwidth we suggest an approach for selecting problem specific fourier features that greatly improves the performance of mlps for low dimensional regression tasks relevant to the computer vision and graphics communities
2020,denoising diffusion probabilistic models,jonathan ho et al,https://arxiv.org/abs/2006.11239,vision,we present high quality image synthesis results using diffusion probabilistic models a class of latent variable models inspired by considerations from nonequilibrium thermodynamics our best results are obtained by training on a weighted variational bound designed according to a novel connection between diffusion probabilistic models and denoising score matching with langevin dynamics and our models naturally admit a progressive lossy decompression scheme that can be interpreted as a generalization of autoregressive decoding on the unconditional cifar10 dataset we obtain an inception score of 9 46 and a state of the art fid score of 3 17 on 256x256 lsun we obtain sample quality similar to progressivegan our implementation is available at,denoising diffusion probabilistic models jonathan ho et al we present high quality image synthesis results using diffusion probabilistic models a class of latent variable models inspired by considerations from nonequilibrium thermodynamics our best results are obtained by training on a weighted variational bound designed according to a novel connection between diffusion probabilistic models and denoising score matching with langevin dynamics and our models naturally admit a progressive lossy decompression scheme that can be interpreted as a generalization of autoregressive decoding on the unconditional cifar10 dataset we obtain an inception score of 9 46 and a state of the art fid score of 3 17 on 256x256 lsun we obtain sample quality similar to progressivegan our implementation is available at
2020,the neural tangent kernel in high dimensions triple descent and a multi scale theory of generalization,ben adlam and jeffrey pennington,https://arxiv.org/abs/2008.06786,learning_theory,modern deep learning models employ considerably more parameters than required to fit the training data whereas conventional statistical wisdom suggests such models should drastically overfit in practice these models generalize remarkably well an emerging paradigm for describing this unexpected behavior is in terms of a emph double descent curve in which increasing a model s capacity causes its test error to first decrease then increase to a maximum near the interpolation threshold and then decrease again in the overparameterized regime recent efforts to explain this phenomenon theoretically have focused on simple settings such as linear regression or kernel regression with unstructured random features which we argue are too coarse to reveal important nuances of actual neural networks we provide a precise high dimensional asymptotic analysis of generalization under kernel regression with the neural tangent kernel which characterizes the behavior of wide neural networks optimized with gradient descent our results reveal that the test error has non monotonic behavior deep in the overparameterized regime and can even exhibit additional peaks and descents when the number of parameters scales quadratically with the dataset size,the neural tangent kernel in high dimensions triple descent and a multi scale theory of generalization ben adlam and jeffrey pennington modern deep learning models employ considerably more parameters than required to fit the training data whereas conventional statistical wisdom suggests such models should drastically overfit in practice these models generalize remarkably well an emerging paradigm for describing this unexpected behavior is in terms of a emph double descent curve in which increasing a model s capacity causes its test error to first decrease then increase to a maximum near the interpolation threshold and then decrease again in the overparameterized regime recent efforts to explain this phenomenon theoretically have focused on simple settings such as linear regression or kernel regression with unstructured random features which we argue are too coarse to reveal important nuances of actual neural networks we provide a precise high dimensional asymptotic analysis of generalization under kernel regression with the neural tangent kernel which characterizes the behavior of wide neural networks optimized with gradient descent our results reveal that the test error has non monotonic behavior deep in the overparameterized regime and can even exhibit additional peaks and descents when the number of parameters scales quadratically with the dataset size
2020,an image is worth 16x16 words transformers for image recognition at scale,alexey dosovitskiy et al,https://arxiv.org/abs/2010.11929,vision,while the transformer architecture has become the de facto standard for natural language processing tasks its applications to computer vision remain limited in vision attention is either applied in conjunction with convolutional networks or used to replace certain components of convolutional networks while keeping their overall structure in place we show that this reliance on cnns is not necessary and a pure transformer applied directly to sequences of image patches can perform very well on image classification tasks when pre trained on large amounts of data and transferred to multiple mid sized or small image recognition benchmarks imagenet cifar 100 vtab etc vision transformer vit attains excellent results compared to state of the art convolutional networks while requiring substantially fewer computational resources to train,an image is worth 16x16 words transformers for image recognition at scale alexey dosovitskiy et al while the transformer architecture has become the de facto standard for natural language processing tasks its applications to computer vision remain limited in vision attention is either applied in conjunction with convolutional networks or used to replace certain components of convolutional networks while keeping their overall structure in place we show that this reliance on cnns is not necessary and a pure transformer applied directly to sequences of image patches can perform very well on image classification tasks when pre trained on large amounts of data and transferred to multiple mid sized or small image recognition benchmarks imagenet cifar 100 vtab etc vision transformer vit attains excellent results compared to state of the art convolutional networks while requiring substantially fewer computational resources to train
2020,bayesian workflow,andrew gelman et al,https://arxiv.org/abs/2011.01808,bayesian,the bayesian approach to data analysis provides a powerful way to handle uncertainty in all observations model parameters and model structure using probability theory probabilistic programming languages make it easier to specify and fit bayesian models but this still leaves us with many options regarding constructing evaluating and using these models along with many remaining challenges in computation using bayesian inference to solve real world problems requires not only statistical skills subject matter knowledge and programming but also awareness of the decisions made in the process of data analysis all of these aspects can be understood as part of a tangled workflow of applied bayesian statistics beyond inference the workflow also includes iterative model building model checking validation and troubleshooting of computational problems model understanding and model comparison we review all these aspects of workflow in the context of several examples keeping in mind that in practice we will be fitting many models for any given problem even if only a subset of them will ultimately be relevant for our conclusions,bayesian workflow andrew gelman et al the bayesian approach to data analysis provides a powerful way to handle uncertainty in all observations model parameters and model structure using probability theory probabilistic programming languages make it easier to specify and fit bayesian models but this still leaves us with many options regarding constructing evaluating and using these models along with many remaining challenges in computation using bayesian inference to solve real world problems requires not only statistical skills subject matter knowledge and programming but also awareness of the decisions made in the process of data analysis all of these aspects can be understood as part of a tangled workflow of applied bayesian statistics beyond inference the workflow also includes iterative model building model checking validation and troubleshooting of computational problems model understanding and model comparison we review all these aspects of workflow in the context of several examples keeping in mind that in practice we will be fitting many models for any given problem even if only a subset of them will ultimately be relevant for our conclusions
2020,taming transformers for high resolution image synthesis,patrick esser et al,https://arxiv.org/abs/2012.09841,vision,designed to learn long range interactions on sequential data transformers continue to show state of the art results on a wide variety of tasks in contrast to cnns they contain no inductive bias that prioritizes local interactions this makes them expressive but also computationally infeasible for long sequences such as high resolution images we demonstrate how combining the effectiveness of the inductive bias of cnns with the expressivity of transformers enables them to model and thereby synthesize high resolution images we show how to i use cnns to learn a context rich vocabulary of image constituents and in turn ii utilize transformers to efficiently model their composition within high resolution images our approach is readily applied to conditional synthesis tasks where both non spatial information such as object classes and spatial information such as segmentations can control the generated image in particular we present the first results on semantically guided synthesis of megapixel images with transformers and obtain the state of the art among autoregressive models on class conditional imagenet code and pretrained models can be found at,taming transformers for high resolution image synthesis patrick esser et al designed to learn long range interactions on sequential data transformers continue to show state of the art results on a wide variety of tasks in contrast to cnns they contain no inductive bias that prioritizes local interactions this makes them expressive but also computationally infeasible for long sequences such as high resolution images we demonstrate how combining the effectiveness of the inductive bias of cnns with the expressivity of transformers enables them to model and thereby synthesize high resolution images we show how to i use cnns to learn a context rich vocabulary of image constituents and in turn ii utilize transformers to efficiently model their composition within high resolution images our approach is readily applied to conditional synthesis tasks where both non spatial information such as object classes and spatial information such as segmentations can control the generated image in particular we present the first results on semantically guided synthesis of megapixel images with transformers and obtain the state of the art among autoregressive models on class conditional imagenet code and pretrained models can be found at
2020,intrinsic dimensionality explains the effectiveness of language model fine tuning,armen aghajanyan et al,https://arxiv.org/abs/2012.13255,learning_theory,although pretrained language models can be fine tuned to produce state of the art results for a very wide range of language understanding tasks the dynamics of this process are not well understood especially in the low data regime why can we use relatively vanilla gradient descent algorithms e g without strong regularization to tune a model with hundreds of millions of parameters on datasets with only hundreds or thousands of labeled examples in this paper we argue that analyzing fine tuning through the lens of intrinsic dimension provides us with empirical and theoretical intuitions to explain this remarkable phenomenon we empirically show that common pre trained models have a very low intrinsic dimension in other words there exists a low dimension reparameterization that is as effective for fine tuning as the full parameter space for example by optimizing only 200 trainable parameters randomly projected back into the full space we can tune a roberta model to achieve 90 of the full parameter performance levels on mrpc furthermore we empirically show that pre training implicitly minimizes intrinsic dimension and perhaps surprisingly larger models tend to have lower intrinsic dimension after a fixed number of pre training updates at least in part explaining their extreme effectiveness lastly we connect intrinsic dimensionality with low dimensional task representations and compression based generalization bounds to provide intrinsic dimension based generalization bounds that are independent of the full parameter count,intrinsic dimensionality explains the effectiveness of language model fine tuning armen aghajanyan et al although pretrained language models can be fine tuned to produce state of the art results for a very wide range of language understanding tasks the dynamics of this process are not well understood especially in the low data regime why can we use relatively vanilla gradient descent algorithms e g without strong regularization to tune a model with hundreds of millions of parameters on datasets with only hundreds or thousands of labeled examples in this paper we argue that analyzing fine tuning through the lens of intrinsic dimension provides us with empirical and theoretical intuitions to explain this remarkable phenomenon we empirically show that common pre trained models have a very low intrinsic dimension in other words there exists a low dimension reparameterization that is as effective for fine tuning as the full parameter space for example by optimizing only 200 trainable parameters randomly projected back into the full space we can tune a roberta model to achieve 90 of the full parameter performance levels on mrpc furthermore we empirically show that pre training implicitly minimizes intrinsic dimension and perhaps surprisingly larger models tend to have lower intrinsic dimension after a fixed number of pre training updates at least in part explaining their extreme effectiveness lastly we connect intrinsic dimensionality with low dimensional task representations and compression based generalization bounds to provide intrinsic dimension based generalization bounds that are independent of the full parameter count
2021,learning transferable visual models from natural language supervision,alec radford et al,https://arxiv.org/abs/2103.00020,ml_representation,state of the art computer vision systems are trained to predict a fixed set of predetermined object categories this restricted form of supervision limits their generality and usability since additional labeled data is needed to specify any other visual concept learning directly from raw text about images is a promising alternative which leverages a much broader source of supervision we demonstrate that the simple pre training task of predicting which caption goes with which image is an efficient and scalable way to learn sota image representations from scratch on a dataset of 400 million image text pairs collected from the internet after pre training natural language is used to reference learned visual concepts or describe new ones enabling zero shot transfer of the model to downstream tasks we study the performance of this approach by benchmarking on over 30 different existing computer vision datasets spanning tasks such as ocr action recognition in videos geo localization and many types of fine grained object classification the model transfers non trivially to most tasks and is often competitive with a fully supervised baseline without the need for any dataset specific training for instance we match the accuracy of the original resnet 50 on imagenet zero shot without needing to use any of the 1 28 million training examples it was trained on we release our code and pre trained model weights at,learning transferable visual models from natural language supervision alec radford et al state of the art computer vision systems are trained to predict a fixed set of predetermined object categories this restricted form of supervision limits their generality and usability since additional labeled data is needed to specify any other visual concept learning directly from raw text about images is a promising alternative which leverages a much broader source of supervision we demonstrate that the simple pre training task of predicting which caption goes with which image is an efficient and scalable way to learn sota image representations from scratch on a dataset of 400 million image text pairs collected from the internet after pre training natural language is used to reference learned visual concepts or describe new ones enabling zero shot transfer of the model to downstream tasks we study the performance of this approach by benchmarking on over 30 different existing computer vision datasets spanning tasks such as ocr action recognition in videos geo localization and many types of fine grained object classification the model transfers non trivially to most tasks and is often competitive with a fully supervised baseline without the need for any dataset specific training for instance we match the accuracy of the original resnet 50 on imagenet zero shot without needing to use any of the 1 28 million training examples it was trained on we release our code and pre trained model weights at
2021,an introduction to johnson lindenstrauss transforms,casper benjamin freksen,https://arxiv.org/abs/2103.00564,ml_representation,johnson lindenstrauss transforms are powerful tools for reducing the dimensionality of data while preserving key characteristics of that data and they have found use in many fields from machine learning to differential privacy and more this note explains what they are it gives an overview of their use and their development since they were introduced in the 1980s and it provides many references should the reader wish to explore these topics more deeply,an introduction to johnson lindenstrauss transforms casper benjamin freksen johnson lindenstrauss transforms are powerful tools for reducing the dimensionality of data while preserving key characteristics of that data and they have found use in many fields from machine learning to differential privacy and more this note explains what they are it gives an overview of their use and their development since they were introduced in the 1980s and it provides many references should the reader wish to explore these topics more deeply
2021,emerging properties in self supervised vision transformers,mathilde caron et al,https://arxiv.org/abs/2104.14294,ml_representation,in this paper we question if self supervised learning provides new properties to vision transformer vit that stand out compared to convolutional networks convnets beyond the fact that adapting self supervised methods to this architecture works particularly well we make the following observations first self supervised vit features contain explicit information about the semantic segmentation of an image which does not emerge as clearly with supervised vits nor with convnets second these features are also excellent k nn classifiers reaching 78 3 top 1 on imagenet with a small vit our study also underlines the importance of momentum encoder multi crop training and the use of small patches with vits we implement our findings into a simple self supervised method called dino which we interpret as a form of self distillation with no labels we show the synergy between dino and vits by achieving 80 1 top 1 on imagenet in linear evaluation with vit base,emerging properties in self supervised vision transformers mathilde caron et al in this paper we question if self supervised learning provides new properties to vision transformer vit that stand out compared to convolutional networks convnets beyond the fact that adapting self supervised methods to this architecture works particularly well we make the following observations first self supervised vit features contain explicit information about the semantic segmentation of an image which does not emerge as clearly with supervised vits nor with convnets second these features are also excellent k nn classifiers reaching 78 3 top 1 on imagenet with a small vit our study also underlines the importance of momentum encoder multi crop training and the use of small patches with vits we implement our findings into a simple self supervised method called dino which we interpret as a form of self distillation with no labels we show the synergy between dino and vits by achieving 80 1 top 1 on imagenet in linear evaluation with vit base
2021,lora low rank adaptation of large language models,edward j hu et al,https://arxiv.org/abs/2106.09685,dl_nlp,an important paradigm of natural language processing consists of large scale pre training on general domain data and adaptation to particular tasks or domains as we pre train larger models full fine tuning which retrains all model parameters becomes less feasible using gpt 3 175b as an example deploying independent instances of fine tuned models each with 175b parameters is prohibitively expensive we propose low rank adaptation or lora which freezes the pre trained model weights and injects trainable rank decomposition matrices into each layer of the transformer architecture greatly reducing the number of trainable parameters for downstream tasks compared to gpt 3 175b fine tuned with adam lora can reduce the number of trainable parameters by 10000 times and the gpu memory requirement by 3 times lora performs on par or better than fine tuning in model quality on roberta deberta gpt 2 and gpt 3 despite having fewer trainable parameters a higher training throughput and unlike adapters no additional inference latency we also provide an empirical investigation into rank deficiency in language model adaptation which sheds light on the efficacy of lora we release a package that facilitates the integration of lora with pytorch models and provide our implementations and model checkpoints for roberta deberta and gpt 2 at,lora low rank adaptation of large language models edward j hu et al an important paradigm of natural language processing consists of large scale pre training on general domain data and adaptation to particular tasks or domains as we pre train larger models full fine tuning which retrains all model parameters becomes less feasible using gpt 3 175b as an example deploying independent instances of fine tuned models each with 175b parameters is prohibitively expensive we propose low rank adaptation or lora which freezes the pre trained model weights and injects trainable rank decomposition matrices into each layer of the transformer architecture greatly reducing the number of trainable parameters for downstream tasks compared to gpt 3 175b fine tuned with adam lora can reduce the number of trainable parameters by 10000 times and the gpu memory requirement by 3 times lora performs on par or better than fine tuning in model quality on roberta deberta gpt 2 and gpt 3 despite having fewer trainable parameters a higher training throughput and unlike adapters no additional inference latency we also provide an empirical investigation into rank deficiency in language model adaptation which sheds light on the efficacy of lora we release a package that facilitates the integration of lora with pytorch models and provide our implementations and model checkpoints for roberta deberta and gpt 2 at
2022,cmt convolutional neural networks meet vision transformers,jianyuan guo et al,https://arxiv.org/abs/2107.06263,vision,vision transformers have been successfully applied to image recognition tasks due to their ability to capture long range dependencies within an image however there are still gaps in both performance and computational cost between transformers and existing convolutional neural networks cnns in this paper we aim to address this issue and develop a network that can outperform not only the canonical transformers but also the high performance convolutional models we propose a new transformer based hybrid network by taking advantage of transformers to capture long range dependencies and of cnns to model local features furthermore we scale it to obtain a family of models called cmts obtaining much better accuracy and efficiency than previous convolution and transformer based models in particular our cmt s achieves 83 5 top 1 accuracy on imagenet while being 14x and 2x smaller on flops than the existing deit and efficientnet respectively the proposed cmt s also generalizes well on cifar10 99 2 cifar100 91 7 flowers 98 7 and other challenging vision datasets such as coco 44 3 map with considerably less computational cost,cmt convolutional neural networks meet vision transformers jianyuan guo et al vision transformers have been successfully applied to image recognition tasks due to their ability to capture long range dependencies within an image however there are still gaps in both performance and computational cost between transformers and existing convolutional neural networks cnns in this paper we aim to address this issue and develop a network that can outperform not only the canonical transformers but also the high performance convolutional models we propose a new transformer based hybrid network by taking advantage of transformers to capture long range dependencies and of cnns to model local features furthermore we scale it to obtain a family of models called cmts obtaining much better accuracy and efficiency than previous convolution and transformer based models in particular our cmt s achieves 83 5 top 1 accuracy on imagenet while being 14x and 2x smaller on flops than the existing deit and efficientnet respectively the proposed cmt s also generalizes well on cifar10 99 2 cifar100 91 7 flowers 98 7 and other challenging vision datasets such as coco 44 3 map with considerably less computational cost
